"token_lower"	"frequency"	"doc_frequency"	"book_frequency"	"example_original"	"rank"
"uk"	1	1	1	"uk"	27752
"ullo"	1	1	1	"ullo"	27753
"ulmsley's"	1	1	1	"ulmsley's"	27754
"ululating"	1	1	1	"ululating"	27755
"ululation"	1	1	1	"ululation"	27756
"umber"	1	1	1	"umber"	27757
"umpty"	1	1	1	"umpty"	27758
"unabated"	1	1	1	"unabated"	27759
"unacceptable"	1	1	1	"unacceptable"	27760
"unadorned"	1	1	1	"unadorned"	27761
"unafraid"	1	1	1	"unafraid"	27762
"unanimously"	1	1	1	"unanimously"	27763
"unappetizing"	1	1	1	"unappetizing"	27764
"unarmed"	1	1	1	"unarmed"	27765
"unashamedly.the"	1	1	1	"unashamedly.the"	27766
"unassailable"	1	1	1	"unassailable"	27767
"unassisted"	1	1	1	"unassisted"	27768
"unassuming"	1	1	1	"unassuming"	27769
"unattended"	1	1	1	"unattended"	27770
"unavoidability"	1	1	1	"unavoidability"	27771
"unavoidable"	1	1	1	"unavoidable"	27772
"unavoidable.soon"	1	1	1	"unavoidable.soon"	27773
"unbalanced"	1	1	1	"unbalanced"	27774
"unbarred"	1	1	1	"unbarred"	27775
"unbarred.the"	1	1	1	"unbarred.the"	27776
"unbearably"	1	1	1	"unbearably"	27777
"unbelievable"	1	1	1	"unbelievable"	27778
"unbird"	1	1	1	"unbird"	27779
"unblemished"	1	1	1	"unblemished"	27780
"unblinkingly"	1	1	1	"unblinkingly"	27781
"unbolted"	1	1	1	"unbolted"	27782
"unborn"	1	1	1	"unborn"	27783
"unbothered"	1	1	1	"unbothered"	27784
"unbuckled"	1	1	1	"unbuckled"	27785
"unburden"	1	1	1	"unburden"	27786
"unburnt"	1	1	1	"unburnt"	27787
"unbuttons"	1	1	1	"unbuttons"	27788
"uncared"	1	1	1	"uncared"	27789
"uncarved"	1	1	1	"uncarved"	27790
"unceasingly"	1	1	1	"unceasingly"	27791
"unceremoniously"	1	1	1	"unceremoniously"	27792
"uncertainly.the"	1	1	1	"uncertainly.the"	27793
"unchanging"	1	1	1	"unchanging"	27794
"uncharacteristic"	1	1	1	"uncharacteristic"	27795
"uncharacteristically"	1	1	1	"uncharacteristically"	27796
"uncharitable"	1	1	1	"uncharitable"	27797
"uncharted"	1	1	1	"uncharted"	27798
"unchristened"	1	1	1	"unchristened"	27799
"unclenching"	1	1	1	"unclenching"	27800
"uncles"	1	1	1	"uncles"	27801
"uncoiled"	1	1	1	"uncoiled"	27802
"uncomfortable.i"	1	1	1	"uncomfortable.i"	27803
"uncomfortable.it"	1	1	1	"uncomfortable.it"	27804
"uncomfortable.the"	1	1	1	"uncomfortable.the"	27805
"uncomfortable.then"	1	1	1	"uncomfortable.then"	27806
"uncomplaining"	1	1	1	"uncomplaining"	27807
"unconceived"	1	1	1	"unconceived"	27808
"unconcern"	1	1	1	"unconcern"	27809
"unconcernedness"	1	1	1	"unconcernedness"	27810
"unconfined"	1	1	1	"unconfined"	27811
"uncons"	1	1	1	"uncons"	27812
"unconstrained"	1	1	1	"unconstrained"	27813
"uncontainable"	1	1	1	"uncontainable"	27814
"uncontemplatable.someone"	1	1	1	"uncontemplatable.someone"	27815
"uncontrollably"	1	1	1	"uncontrollably"	27816
"unconvincingly"	1	1	1	"unconvincingly"	27817
"uncool"	1	1	1	"uncool"	27818
"uncooperative"	1	1	1	"uncooperative"	27819
"uncovered"	1	1	1	"uncovered"	27820
"uncreated"	1	1	1	"uncreated"	27821
"uncrushable"	1	1	1	"uncrushable"	27822
"uncuriously"	1	1	1	"uncuriously"	27823
"uncurl"	1	1	1	"uncurl"	27824
"uncurling"	1	1	1	"uncurling"	27825
"uncurtained"	1	1	1	"uncurtained"	27826
"undead"	1	1	1	"undead"	27827
"undealt"	1	1	1	"undealt"	27828
"undecided"	1	1	1	"undecided"	27829
"undecipherable"	1	1	1	"undecipherable"	27830
"undelete"	1	1	1	"undelete"	27831
"undeniably"	1	1	1	"undeniably"	27832
"underappreciated.bod"	1	1	1	"underappreciated.bod"	27833
"underbrush"	1	1	1	"underbrush"	27834
"underclothes"	1	1	1	"underclothes"	27835
"undercover"	1	1	1	"undercover"	27836
"underdecorated"	1	1	1	"underdecorated"	27837
"underexposed"	1	1	1	"underexposed"	27838
"undergarments"	1	1	1	"undergarments"	27839
"undergone"	1	1	1	"undergone"	27840
"underground's"	1	1	1	"underground's"	27841
"underground.pale"	1	1	1	"underground.pale"	27842
"underlined"	1	1	1	"underlined"	27843
"underlit"	1	1	1	"underlit"	27844
"underneath.whispered"	1	1	1	"underneath.whispered"	27845
"underneaths"	1	1	1	"underneaths"	27846
"underpainting.there"	1	1	1	"underpainting.there"	27847
"underplaces"	1	1	1	"underplaces"	27848
"underrepresented"	1	1	1	"underrepresented"	27849
"undersea"	1	1	1	"undersea"	27850
"underst"	1	1	1	"underst"	27851
"understand.that's"	1	1	1	"understand.that's"	27852
"understandable"	1	1	1	"understandable"	27853
"understated"	1	1	1	"understated"	27854
"understood.she"	1	1	1	"understood.she"	27855
"undertaker's"	1	1	1	"undertaker's"	27856
"undertakers"	1	1	1	"undertakers"	27857
"undertones"	1	1	1	"undertones"	27858
"undertook"	1	1	1	"undertook"	27859
"underways"	1	1	1	"underways"	27860
"underwired"	1	1	1	"underwired"	27861
"undetectably"	1	1	1	"undetectably"	27862
"undisguised"	1	1	1	"undisguised"	27863
"undisputedly"	1	1	1	"undisputedly"	27864
"undivided"	1	1	1	"undivided"	27865
"undress.contemplate"	1	1	1	"undress.contemplate"	27866
"undriveable"	1	1	1	"undriveable"	27867
"undulated"	1	1	1	"undulated"	27868
"unearthed"	1	1	1	"unearthed"	27869
"unearthly.a"	1	1	1	"unearthly.a"	27870
"unease"	1	1	1	"unease"	27871
"uneaten"	1	1	1	"uneaten"	27872
"unembarrassed"	1	1	1	"unembarrassed"	27873
"unendingly"	1	1	1	"unendingly"	27874
"unenthusiastic"	1	1	1	"unenthusiastic"	27875
"unequal"	1	1	1	"unequal"	27876
"unequivocally"	1	1	1	"unequivocally"	27877
"unerringly"	1	1	1	"unerringly"	27878
"uneven"	1	1	1	"uneven"	27879
"uneven.spider"	1	1	1	"uneven.spider"	27880
"unexceptional"	1	1	1	"unexceptional"	27881
"unexplored"	1	1	1	"unexplored"	27882
"unfade"	1	1	1	"unfade"	27883
"unfairness"	1	1	1	"unfairness"	27884
"unfamilar"	1	1	1	"unfamilar"	27885
"unfashionable"	1	1	1	"unfashionable"	27886
"unfastening"	1	1	1	"unfastening"	27887
"unfenced"	1	1	1	"unfenced"	27888
"unflappable"	1	1	1	"unflappable"	27889
"unflatteringly"	1	1	1	"unflatteringly"	27890
"unfocus"	1	1	1	"unfocus"	27891
"unfocussed"	1	1	1	"unfocussed"	27892
"unforeseen"	1	1	1	"unforeseen"	27893
"unforgiving"	1	1	1	"unforgiving"	27894
"unformed"	1	1	1	"unformed"	27895
"unfortunates"	1	1	1	"unfortunates"	27896
"unfriendliness"	1	1	1	"unfriendliness"	27897
"unfriendly.a"	1	1	1	"unfriendly.a"	27898
"unfruitful"	1	1	1	"unfruitful"	27899
"unfurnished"	1	1	1	"unfurnished"	27900
"ungloomed.it"	1	1	1	"ungloomed.it"	27901
"ungloved"	1	1	1	"ungloved"	27902
"ungodly"	1	1	1	"ungodly"	27903
"ungracious"	1	1	1	"ungracious"	27904
"ungrateful"	1	1	1	"ungrateful"	27905
"unguents"	1	1	1	"unguents"	27906
"unhallowed"	1	1	1	"unhallowed"	27907
"unhappily"	1	1	1	"unhappily"	27908
"unharvested"	1	1	1	"unharvested"	27909
"unhealthily"	1	1	1	"unhealthily"	27910
"unhealthy"	1	1	1	"unhealthy"	27911
"unheated"	1	1	1	"unheated"	27912
"unhelpful"	1	1	1	"unhelpful"	27913
"unhesitatingly"	1	1	1	"unhesitatingly"	27914
"unhindered"	1	1	1	"unhindered"	27915
"unhurriedly"	1	1	1	"unhurriedly"	27916
"unhurt"	1	1	1	"unhurt"	27917
"unhurt.he"	1	1	1	"unhurt.he"	27918
"unicorn.after"	1	1	1	"unicorn.after"	27919
"unicorn.he"	1	1	1	"unicorn.he"	27920
"unicycle"	1	1	1	"unicycle"	27921
"unification"	1	1	1	"unification"	27922
"uniforms"	1	1	1	"uniforms"	27923
"unimaginable"	1	1	1	"unimaginable"	27924
"unimpressed.he"	1	1	1	"unimpressed.he"	27925
"unimpressed.odd"	1	1	1	"unimpressed.odd"	27926
"uninhabited"	1	1	1	"uninhabited"	27927
"uninspected"	1	1	1	"uninspected"	27928
"uninspired"	1	1	1	"uninspired"	27929
"unintelligible"	1	1	1	"unintelligible"	27930
"uninvaded"	1	1	1	"uninvaded"	27931
"union"	1	1	1	"union"	27932
"uniquest"	1	1	1	"uniquest"	27933
"unison.and"	1	1	1	"unison.and"	27934
"uniting"	1	1	1	"uniting"	27935
"universal"	1	1	1	"universal"	27936
"universe.she"	1	1	1	"universe.she"	27937
"universes"	1	1	1	"universes"	27938
"universities"	1	1	1	"universities"	27939
"unjust"	1	1	1	"unjust"	27940
"unjustified"	1	1	1	"unjustified"	27941
"unkind.she"	1	1	1	"unkind.she"	27942
"unkindly"	1	1	1	"unkindly"	27943
"unknotted"	1	1	1	"unknotted"	27944
"unknotting"	1	1	1	"unknotting"	27945
"unlabeled"	1	1	1	"unlabeled"	27946
"unlace"	1	1	1	"unlace"	27947
"unladylike"	1	1	1	"unladylike"	27948
"unlearn"	1	1	1	"unlearn"	27949
"unlicensed"	1	1	1	"unlicensed"	27950
"unlined"	1	1	1	"unlined"	27951
"unload"	1	1	1	"unload"	27952
"unloaded"	1	1	1	"unloaded"	27953
"unlocking"	1	1	1	"unlocking"	27954
"unloved.she"	1	1	1	"unloved.she"	27955
"unlucky"	1	1	1	"unlucky"	27956
"unmarried"	1	1	1	"unmarried"	27957
"unmemorable"	1	1	1	"unmemorable"	27958
"unmissable"	1	1	1	"unmissable"	27959
"unmoved"	1	1	1	"unmoved"	27960
"unmown"	1	1	1	"unmown"	27961
"unmurderous"	1	1	1	"unmurderous"	27962
"unmusical"	1	1	1	"unmusical"	27963
"unnerving"	1	1	1	"unnerving"	27964
"unobserved"	1	1	1	"unobserved"	27965
"unobtrusively"	1	1	1	"unobtrusively"	27966
"unoccupied"	1	1	1	"unoccupied"	27967
"unoriginal"	1	1	1	"unoriginal"	27968
"unornamented"	1	1	1	"unornamented"	27969
"unorthodox"	1	1	1	"unorthodox"	27970
"unpack"	1	1	1	"unpack"	27971
"unpacked"	1	1	1	"unpacked"	27972
"unpalatial"	1	1	1	"unpalatial"	27973
"unparalleled"	1	1	1	"unparalleled"	27974
"unpaved"	1	1	1	"unpaved"	27975
"unpeeled"	1	1	1	"unpeeled"	27976
"unperturbable"	1	1	1	"unperturbable"	27977
"unpleasantness"	1	1	1	"unpleasantness"	27978
"unploughed"	1	1	1	"unploughed"	27979
"unplumbed.spider"	1	1	1	"unplumbed.spider"	27980
"unpopped"	1	1	1	"unpopped"	27981
"unpracticed"	1	1	1	"unpracticed"	27982
"unprecedented"	1	1	1	"unprecedented"	27983
"unpredictable"	1	1	1	"unpredictable"	27984
"unprepossessing"	1	1	1	"unprepossessing"	27985
"unprincipled"	1	1	1	"unprincipled"	27986
"unprofessional"	1	1	1	"unprofessional"	27987
"unprofessionally"	1	1	1	"unprofessionally"	27988
"unpromising"	1	1	1	"unpromising"	27989
"unprompted"	1	1	1	"unprompted"	27990
"unpullable"	1	1	1	"unpullable"	27991
"unread"	1	1	1	"unread"	27992
"unreadable.he"	1	1	1	"unreadable.he"	27993
"unreasonable"	1	1	1	"unreasonable"	27994
"unreasonably"	1	1	1	"unreasonably"	27995
"unrecognizably"	1	1	1	"unrecognizably"	27996
"unremarkable"	1	1	1	"unremarkable"	27997
"unrepeatable"	1	1	1	"unrepeatable"	27998
"unreservedly"	1	1	1	"unreservedly"	27999
"unresisting"	1	1	1	"unresisting"	28000
"unresolved"	1	1	1	"unresolved"	28001
"unripe"	1	1	1	"unripe"	28002
"unruffled"	1	1	1	"unruffled"	28003
"unsafe"	1	1	1	"unsafe"	28004
"unsaid"	1	1	1	"unsaid"	28005
"unsanitary"	1	1	1	"unsanitary"	28006
"unsatisfied"	1	1	1	"unsatisfied"	28007
"unsayable"	1	1	1	"unsayable"	28008
"unscathed"	1	1	1	"unscathed"	28009
"unscientifically"	1	1	1	"unscientifically"	28010
"unseeing"	1	1	1	"unseeing"	28011
"unset"	1	1	1	"unset"	28012
"unsettlingly"	1	1	1	"unsettlingly"	28013
"unshakeably"	1	1	1	"unshakeably"	28014
"unshaven.she"	1	1	1	"unshaven.she"	28015
"unsheathed"	1	1	1	"unsheathed"	28016
"unskillful"	1	1	1	"unskillful"	28017
"unspeakable"	1	1	1	"unspeakable"	28018
"unspeakably"	1	1	1	"unspeakably"	28019
"unspoken"	1	1	1	"unspoken"	28020
"unstable"	1	1	1	"unstable"	28021
"unstrapped"	1	1	1	"unstrapped"	28022
"unsupportable"	1	1	1	"unsupportable"	28023
"unsupported"	1	1	1	"unsupported"	28024
"unsupported.a"	1	1	1	"unsupported.a"	28025
"unsure.that"	1	1	1	"unsure.that"	28026
"unsurprisingly"	1	1	1	"unsurprisingly"	28027
"unsympathetic"	1	1	1	"unsympathetic"	28028
"untamed"	1	1	1	"untamed"	28029
"unthought"	1	1	1	"unthought"	28030
"untidy"	1	1	1	"untidy"	28031
"untie"	1	1	1	"untie"	28032
"untoward"	1	1	1	"untoward"	28033
"untruthfully"	1	1	1	"untruthfully"	28034
"untwisted"	1	1	1	"untwisted"	28035
"unusual.dagvard"	1	1	1	"unusual.dagvard"	28036
"unusually"	1	1	1	"unusually"	28037
"unutterably"	1	1	1	"unutterably"	28038
"unwary"	1	1	1	"unwary"	28039
"unwelcome"	1	1	1	"unwelcome"	28040
"unwelcoming"	1	1	1	"unwelcoming"	28041
"unwittingly"	1	1	1	"unwittingly"	28042
"unworthy"	1	1	1	"unworthy"	28043
"unwrap"	1	1	1	"unwrap"	28044
"unzip"	1	1	1	"unzip"	28045
"up.as"	1	1	1	"up.as"	28046
"up.bod"	1	1	1	"up.bod"	28047
"up.coraline"	1	1	1	"up.coraline"	28048
"up.i"	1	1	1	"up.i"	28049
"up.jack"	1	1	1	"up.jack"	28050
"up.memories"	1	1	1	"up.memories"	28051
"up.nick"	1	1	1	"up.nick"	28052
"up.old"	1	1	1	"up.old"	28053
"up.richard"	1	1	1	"up.richard"	28054
"up.rosie"	1	1	1	"up.rosie"	28055
"up.she"	1	1	1	"up.she"	28056
"up.the"	1	1	1	"up.the"	28057
"up.then"	1	1	1	"up.then"	28058
"up.there"	1	1	1	"up.there"	28059
"up.when"	1	1	1	"up.when"	28060
"upand"	1	1	1	"upand"	28061
"upbraid"	1	1	1	"upbraid"	28062
"update"	1	1	1	"update"	28063
"upended"	1	1	1	"upended"	28064
"upholstered"	1	1	1	"upholstered"	28065
"upinto"	1	1	1	"upinto"	28066
"upline"	1	1	1	"upline"	28067
"upon.the"	1	1	1	"upon.the"	28068
"upon.we"	1	1	1	"upon.we"	28069
"uprising"	1	1	1	"uprising"	28070
"uprooted"	1	1	1	"uprooted"	28071
"upstair's"	1	1	1	"upstair's"	28072
"upstairs's"	1	1	1	"upstairs's"	28073
"upstairs.impossible"	1	1	1	"upstairs.impossible"	28074
"upstairs.regan"	1	1	1	"upstairs.regan"	28075
"upstanding"	1	1	1	"upstanding"	28076
"uptake"	1	1	1	"uptake"	28077
"upto"	1	1	1	"upto"	28078
"uptown"	1	1	1	"uptown"	28079
"upwith"	1	1	1	"upwith"	28080
"ur"	1	1	1	"ur"	28081
"urbane"	1	1	1	"urbane"	28082
"urbanely"	1	1	1	"urbanely"	28083
"urchin"	1	1	1	"urchin"	28084
"urder"	1	1	1	"urder"	28085
"urea"	1	1	1	"urea"	28086
"urgency"	1	1	1	"urgency"	28087
"urgently.tristran"	1	1	1	"urgently.tristran"	28088
"urinating"	1	1	1	"urinating"	28089
"urination"	1	1	1	"urination"	28090
"ursa"	1	1	1	"ursa"	28091
"urtha"	1	1	1	"urtha"	28092
"us'll"	1	1	1	"us'll"	28093
"us.and"	1	1	1	"us.and"	28094
"us.i"	1	1	1	"us.i"	28095
"us.it"	1	1	1	"us.it"	28096
"us.moonlight"	1	1	1	"us.moonlight"	28097
"us.my"	1	1	1	"us.my"	28098
"us.we"	1	1	1	"us.we"	28099
"usage"	1	1	1	"usage"	28100
"usefulif"	1	1	1	"usefulif"	28101
"user"	1	1	1	"user"	28102
"users"	1	1	1	"users"	28103
"utensils"	1	1	1	"utensils"	28104
"uterus"	1	1	1	"uterus"	28105
"utility"	1	1	1	"utility"	28106
"utterly.also"	1	1	1	"utterly.also"	28107
"utterly.yvaine"	1	1	1	"utterly.yvaine"	28108
"uttermost"	1	1	1	"uttermost"	28109
"v.coraline"	1	1	1	"v.coraline"	28110
"v.the"	1	1	1	"v.the"	28111
"vacancies"	1	1	1	"vacancies"	28112
"vacantly"	1	1	1	"vacantly"	28113
"vacate"	1	1	1	"vacate"	28114
"vacationers"	1	1	1	"vacationers"	28115
"vacations"	1	1	1	"vacations"	28116
"vacuuming"	1	1	1	"vacuuming"	28117
"vagabond"	1	1	1	"vagabond"	28118
"vagabonds"	1	1	1	"vagabonds"	28119
"vagaries"	1	1	1	"vagaries"	28120
"vaginas"	1	1	1	"vaginas"	28121
"valdemar's"	1	1	1	"valdemar's"	28122
"valentine's"	1	1	1	"valentine's"	28123
"valerian"	1	1	1	"valerian"	28124
"valium"	1	1	1	"valium"	28125
"valkyries"	1	1	1	"valkyries"	28126
"valor"	1	1	1	"valor"	28127
"values"	1	1	1	"values"	28128
"valves"	1	1	1	"valves"	28129
"van.my"	1	1	1	"van.my"	28130
"van.the"	1	1	1	"van.the"	28131
"vandalism"	1	1	1	"vandalism"	28132
"vandals"	1	1	1	"vandals"	28133
"vandemar.islington"	1	1	1	"vandemar.islington"	28134
"vandemar.the"	1	1	1	"vandemar.the"	28135
"vandemar.they"	1	1	1	"vandemar.they"	28136
"vanderbilt"	1	1	1	"vanderbilt"	28137
"vandering"	1	1	1	"vandering"	28138
"vanish.the"	1	1	1	"vanish.the"	28139
"vanished.she"	1	1	1	"vanished.she"	28140
"vanishment"	1	1	1	"vanishment"	28141
"vants"	1	1	1	"vants"	28142
"varnish"	1	1	1	"varnish"	28143
"vaseline"	1	1	1	"vaseline"	28144
"vat"	1	1	1	"vat"	28145
"vats"	1	1	1	"vats"	28146
"vaulting"	1	1	1	"vaulting"	28147
"vd"	1	1	1	"vd"	28148
"vectoring"	1	1	1	"vectoring"	28149
"vee"	1	1	1	"vee"	28150
"vegetables.i"	1	1	1	"vegetables.i"	28151
"vegetation"	1	1	1	"vegetation"	28152
"veil.i'm"	1	1	1	"veil.i'm"	28153
"veil.there"	1	1	1	"veil.there"	28154
"veiled"	1	1	1	"veiled"	28155
"veined"	1	1	1	"veined"	28156
"veining"	1	1	1	"veining"	28157
"veins.soon"	1	1	1	"veins.soon"	28158
"vel"	1	1	1	"vel"	28159
"velcro"	1	1	1	"velcro"	28160
"velcroed"	1	1	1	"velcroed"	28161
"velociraptors"	1	1	1	"velociraptors"	28162
"vendors"	1	1	1	"vendors"	28163
"veneer.a"	1	1	1	"veneer.a"	28164
"venerate"	1	1	1	"venerate"	28165
"venomous"	1	1	1	"venomous"	28166
"vent"	1	1	1	"vent"	28167
"ventilated"	1	1	1	"ventilated"	28168
"ventilation"	1	1	1	"ventilation"	28169
"venus's"	1	1	1	"venus's"	28170
"verbosity"	1	1	1	"verbosity"	28171
"verbs"	1	1	1	"verbs"	28172
"vermilion.this"	1	1	1	"vermilion.this"	28173
"verminous"	1	1	1	"verminous"	28174
"verticality"	1	1	1	"verticality"	28175
"vertically"	1	1	1	"vertically"	28176
"vertiginous"	1	1	1	"vertiginous"	28177
"vervain"	1	1	1	"vervain"	28178
"vestments"	1	1	1	"vestments"	28179
"vet's"	1	1	1	"vet's"	28180
"veterans"	1	1	1	"veterans"	28181
"vetoed"	1	1	1	"vetoed"	28182
"vex"	1	1	1	"vex"	28183
"vexation"	1	1	1	"vexation"	28184
"vexes"	1	1	1	"vexes"	28185
"vexing"	1	1	1	"vexing"	28186
"vga"	1	1	1	"vga"	28187
"vi.coraline"	1	1	1	"vi.coraline"	28188
"vibrate.simon"	1	1	1	"vibrate.simon"	28189
"vibrations"	1	1	1	"vibrations"	28190
"vibrator"	1	1	1	"vibrator"	28191
"vibrator.my"	1	1	1	"vibrator.my"	28192
"vicar's"	1	1	1	"vicar's"	28193
"vicarage"	1	1	1	"vicarage"	28194
"vicariously"	1	1	1	"vicariously"	28195
"vices"	1	1	1	"vices"	28196
"vicinity"	1	1	1	"vicinity"	28197
"viciously"	1	1	1	"viciously"	28198
"viciousness"	1	1	1	"viciousness"	28199
"vicissitudes"	1	1	1	"vicissitudes"	28200
"victorious"	1	1	1	"victorious"	28201
"videotape"	1	1	1	"videotape"	28202
"vids"	1	1	1	"vids"	28203
"vietnam"	1	1	1	"vietnam"	28204
"view.pulled"	1	1	1	"view.pulled"	28205
"viewnaked"	1	1	1	"viewnaked"	28206
"viewpoints"	1	1	1	"viewpoints"	28207
"views"	1	1	1	"views"	28208
"vigglier"	1	1	1	"vigglier"	28209
"vigglyvorms"	1	1	1	"vigglyvorms"	28210
"vigor"	1	1	1	"vigor"	28211
"vii.somewhere"	1	1	1	"vii.somewhere"	28212
"viii.the"	1	1	1	"viii.the"	28213
"vila"	1	1	1	"vila"	28214
"village.and"	1	1	1	"village.and"	28215
"village.the"	1	1	1	"village.the"	28216
"village.through"	1	1	1	"village.through"	28217
"village.thus"	1	1	1	"village.thus"	28218
"village:there"	1	1	1	"village:there"	28219
"villanelle"	1	1	1	"villanelle"	28220
"vim"	1	1	1	"vim"	28221
"vinegar.coraline"	1	1	1	"vinegar.coraline"	28222
"vinegared"	1	1	1	"vinegared"	28223
"vineland"	1	1	1	"vineland"	28224
"vineyard"	1	1	1	"vineyard"	28225
"vinyl.one"	1	1	1	"vinyl.one"	28226
"violas"	1	1	1	"violas"	28227
"violate"	1	1	1	"violate"	28228
"violates"	1	1	1	"violates"	28229
"violations"	1	1	1	"violations"	28230
"viper"	1	1	1	"viper"	28231
"viral"	1	1	1	"viral"	28232
"virginity"	1	1	1	"virginity"	28233
"virile"	1	1	1	"virile"	28234
"virility"	1	1	1	"virility"	28235
"virtuously"	1	1	1	"virtuously"	28236
"visa"	1	1	1	"visa"	28237
"viscous"	1	1	1	"viscous"	28238
"vishnu"	1	1	1	"vishnu"	28239
"visibility"	1	1	1	"visibility"	28240
"visit.she"	1	1	1	"visit.she"	28241
"visitor's"	1	1	1	"visitor's"	28242
"visitors.galaad"	1	1	1	"visitors.galaad"	28243
"vistas"	1	1	1	"vistas"	28244
"vistations"	1	1	1	"vistations"	28245
"vitals"	1	1	1	"vitals"	28246
"vitamins"	1	1	1	"vitamins"	28247
"vith"	1	1	1	"vith"	28248
"vitriol"	1	1	1	"vitriol"	28249
"vitro"	1	1	1	"vitro"	28250
"vittles"	1	1	1	"vittles"	28251
"vivian"	1	1	1	"vivian"	28252
"vividly"	1	1	1	"vividly"	28253
"vividness"	1	1	1	"vividness"	28254
"vixen"	1	1	1	"vixen"	28255
"vizier"	1	1	1	"vizier"	28256
"vocal"	1	1	1	"vocal"	28257
"vocally"	1	1	1	"vocally"	28258
"voce"	1	1	1	"voce"	28259
"voces"	1	1	1	"voces"	28260
"vociferously"	1	1	1	"vociferously"	28261
"vogue"	1	1	1	"vogue"	28262
"voice.bod"	1	1	1	"voice.bod"	28263
"voice.coraline"	1	1	1	"voice.coraline"	28264
"voice.hunter"	1	1	1	"voice.hunter"	28265
"voice.i"	1	1	1	"voice.i"	28266
"voice.odd"	1	1	1	"voice.odd"	28267
"voice.once"	1	1	1	"voice.once"	28268
"voice.there"	1	1	1	"voice.there"	28269
"voice.tristran"	1	1	1	"voice.tristran"	28270
"voicebox"	1	1	1	"voicebox"	28271
"voices.odd"	1	1	1	"voices.odd"	28272
"void.more"	1	1	1	"void.more"	28273
"volga"	1	1	1	"volga"	28274
"voluminous"	1	1	1	"voluminous"	28275
"vomiting"	1	1	1	"vomiting"	28276
"voodoo"	1	1	1	"voodoo"	28277
"vorld"	1	1	1	"vorld"	28278
"vos"	1	1	1	"vos"	28279
"voted"	1	1	1	"voted"	28280
"voucher"	1	1	1	"voucher"	28281
"vound"	1	1	1	"vound"	28282
"vow"	1	1	1	"vow"	28283
"vows"	1	1	1	"vows"	28284
"voyage.mr"	1	1	1	"voyage.mr"	28285
"vued"	1	1	1	"vued"	28286
"vulgarism"	1	1	1	"vulgarism"	28287
"vulture's"	1	1	1	"vulture's"	28288
"wachee"	1	1	1	"wachee"	28289
"waddle"	1	1	1	"waddle"	28290
"waddled"	1	1	1	"waddled"	28291
"waddling"	1	1	1	"waddling"	28292
"waferthrows"	1	1	1	"waferthrows"	28293
"waft"	1	1	1	"waft"	28294
"wafted"	1	1	1	"wafted"	28295
"wag"	1	1	1	"wag"	28296
"wagered"	1	1	1	"wagered"	28297
"waggle"	1	1	1	"waggle"	28298
"wags"	1	1	1	"wags"	28299
"wail.her"	1	1	1	"wail.her"	28300
"waist.and"	1	1	1	"waist.and"	28301
"waist.riding"	1	1	1	"waist.riding"	28302
"waistband"	1	1	1	"waistband"	28303
"wait.climb"	1	1	1	"wait.climb"	28304
"wait.he"	1	1	1	"wait.he"	28305
"wait.the"	1	1	1	"wait.the"	28306
"wait:i'll"	1	1	1	"wait:i'll"	28307
"waited.a"	1	1	1	"waited.a"	28308
"waited.and"	1	1	1	"waited.and"	28309
"waited.bod"	1	1	1	"waited.bod"	28310
"waited.dunstan"	1	1	1	"waited.dunstan"	28311
"waited.her"	1	1	1	"waited.her"	28312
"waited.in"	1	1	1	"waited.in"	28313
"waited.lights"	1	1	1	"waited.lights"	28314
"waited.something"	1	1	1	"waited.something"	28315
"waiter.clarence"	1	1	1	"waiter.clarence"	28316
"waiters"	1	1	1	"waiters"	28317
"waitin"	1	1	1	"waitin"	28318
"waiting.the"	1	1	1	"waiting.the"	28319
"waiton"	1	1	1	"waiton"	28320
"waitress's"	1	1	1	"waitress's"	28321
"waitresses"	1	1	1	"waitresses"	28322
"waits.he"	1	1	1	"waits.he"	28323
"waive"	1	1	1	"waive"	28324
"wakened"	1	1	1	"wakened"	28325
"waking.door"	1	1	1	"waking.door"	28326
"waking.the"	1	1	1	"waking.the"	28327
"wakinyau"	1	1	1	"wakinyau"	28328
"walk.she"	1	1	1	"walk.she"	28329
"walked.at"	1	1	1	"walked.at"	28330
"walked.he"	1	1	1	"walked.he"	28331
"walked.i've"	1	1	1	"walked.i've"	28332
"walked.over"	1	1	1	"walked.over"	28333
"walked.several"	1	1	1	"walked.several"	28334
"walked.they"	1	1	1	"walked.they"	28335
"walkers"	1	1	1	"walkers"	28336
"walking.and"	1	1	1	"walking.and"	28337
"walking.fat"	1	1	1	"walking.fat"	28338
"walking.slowly"	1	1	1	"walking.slowly"	28339
"walking.the"	1	1	1	"walking.the"	28340
"walking.we"	1	1	1	"walking.we"	28341
"walkinto"	1	1	1	"walkinto"	28342
"walkmans"	1	1	1	"walkmans"	28343
"walkways"	1	1	1	"walkways"	28344
"wall.as"	1	1	1	"wall.as"	28345
"wall.coraline"	1	1	1	"wall.coraline"	28346
"wall.janice"	1	1	1	"wall.janice"	28347
"wall.maeve"	1	1	1	"wall.maeve"	28348
"wall.mr"	1	1	1	"wall.mr"	28349
"wall.orme"	1	1	1	"wall.orme"	28350
"wall.scarlett"	1	1	1	"wall.scarlett"	28351
"wall.turning"	1	1	1	"wall.turning"	28352
"wall.when"	1	1	1	"wall.when"	28353
"wallace"	1	1	1	"wallace"	28354
